DATE,WEMMERSHOEK  No.1 Dam,,STEENBRAS No.1,,VOËLVLEI,,THEEWATERS-KLOOF,,WOODHEAD,,DE VILLIERS HOUSE,,NEWLANDS,,WYNBERG,,CONSTANTIA NEK,,PLATTEKLOOF,,BLACKHEATH Upper (WTP),,BLACKHEATH Lower,,GLEN  GARRY,,TYGERBERG,,FAURE,,BROOKLANDS,,ATLANTIS (WESFLEUR),,MOLTENO,,KLOOF NEK,,BERGRIVIER,,NEWLANDS,,STEENBRAS,,WEMMERSHOEK,,BROOKLANDS,,WOODHEAD,,MOLTENO,,STEENBRAS No.2,,STEENBRAS No.3,,STEENBRAS CATCHMENT No.4,,WEMMERS No.2 South,,WEMMERS No.3 North,,WEMMERS No.4 New South,,WEMMERS No.5 New North,,HOUSE,TUNNEL,MILLS,WAAI-VLEI,SPRING-BOK,KITCHEN,WAAI- KOPJE,C/NEK DISA,Day,Month,Year,WEMMERS-HOEK  No.1 Dam,STEEN-BRAS No.1,VOËLVLEI,THEE-WATERS-KLOOF,WOOD-HEAD,DE VILLIERS,NEW-LANDS,WYN-BERG,CON-STANTIA,PLATTE-KLOOF,BLACK-HEATH Upper,BLACK-HEATH Lower,GLEN  GARRY,TYGER-BERG,FAURE,BROOK-LANDS,ATLANTIS,MOLTENO,KLOOF NEK,BERG-RIVIER
24-Aug-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2.5,,3,,0,,3,,3,,3,,,,,,,,0,,2.5,,,,,,,,,,,,,,24,8,2014,,,,,,,,,,,,,,,,,,,,
25-Aug-14,9.9,,7.7,,3.7,,0,,20,,,,19.4,,12,,15,,5.3,,0,,4,,4.4,,11.5,,7.5,,8,,,,9,,9.7,,7.366,,0,,0,,0,,0,,6,,0,,11,,10,,,,9.9,,3.9,,6.3,,10.8,,,,,,,,,,25,8,2014,,,,,,,,,,,,,,,,,,,,
26-Aug-14,14.5,,7.8,,1.6,,13.1,,22,,,,4,,6.3,,4,,2.1,,0,,1,,3,,6.5,,2,,15,,,,0.4,,3.6,,7.112,,0,,0,,0,,0,,0,,0,,45,,6.4,,,,14.5,,0,,6.9,,8.1,,,,,,,,,,26,8,2014,,,,,,,,,,,,,,,,,,,,
27-Aug-14,40,,37.2,,18,,19,,13,,,,36,,39,,30,,27,,19,,19,,29.2,,35.5,,20,,15,,,,17,,21,,47.75,,0,,0,,0,,0,,0,,0,,20,,45.7,,,,40,,1.5,,38.4,,48,,,,,,,,,,27,8,2014,,,,,,,,,,,,,,,,,,,,
28-Aug-14,19,,9.7,,8.6,,4.1,,2.5,,,,19.8,,6.4,,10,,7.2,,7.5,,8,,11,,15,,10.4,,5,,,,7.1,,5.8,,,,0,,0,,0,,0,,0,,0,,14.1,,14,,,,19,,2.5,,16.7,,21.6,,,,,,,,,,28,8,2014,,,,,,,,,,,,,,,,,,,,
29-Aug-14,1.4,,0.5,,0,,0,,1.7,,,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1.5,,0,,0,,0.5,,3,,1.3,,1.1,,,,1.4,,1.9,,1.4,,1.5,,,,,,,,,,29,8,2014,,,,,,,,,,,,,,,,,,,,
30-Aug-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,4,,0,,2,,4.7,,2,,,,,,,,0,,2,,,,,,,,,,,,,,30,8,2014,,,,,,,,,,,,,,,,,,,,
31-Aug-14,0,209.1,0,205.8,0,91.3,0,68.2,0,242.4,,,0,294.9,0,234.2,0,240,0,104,0,52.4,0,85,0,102.2,0,175.5,0,110.9,0,142.2,,,0,124.3,0,137.1,,124.727,1,25.7,3,42.1,0,0,2,38.5,4,59.4,2,34.7,,,,,,,0,209.1,2,64,,167.7,,217.6,,,,,,,,,31,8,2014,12,13,11,7,14,,14,11,14,10,8,10,9,10,11,11,,14,14,
01-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3,,0,,6,,4,,3,,,,,,,,0,,3,,,,,,,,,,,,,,1,9,2014,,,,,,,,,,,,,,,,,,,,
02-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,4,,0,,3,,3.5,,4,,,,,,,,0,,3.5,,,,,,,,,,,,,,2,9,2014,,,,,,,,,,,,,,,,,,,,
03-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3,,0,,2,,6.5,,2,,,,,,,,0,,2.5,,,,,,,,,,,,,,3,9,2014,,,,,,,,,,,,,,,,,,,,
04-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3,,0,,3,,2,,3,,,,,,,,0,,3,,,,,,,,,,,,,,4,9,2014,,,,,,,,,,,,,,,,,,,,
05-Sept-14,0,,0,,0,,0,,3,,,,0,,0,,0,,0,,0,,0,,0,,1.5,,0,,0,,,,0,,0,,0.762,,2,,3,,0,,3,,3,,2,,,,,,,,0,,2.5,,,,,,,,,,,,,,5,9,2014,,,,,,,,,,,,,,,,,,,,
06-Sept-14,0,,0,,0,,0,,2,,,,8,,0.8,,0,,0,,0.2,,0.4,,0,,0,,0,,0.2,,,,1.4,,1.7,,,,0,,0.5,,0,,1,,1,,2.7,,,,,,,,0,,4,,,,,,,,,,,,,,6,9,2014,,,,,,,,,,,,,,,,,,,,
07-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,2.5,,0,,3,,1,,2,,,,,,,,0,,2,,,,,,,,,,,,,,7,9,2014,,,,,,,,,,,,,,,,,,,,
08-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3,,0,,5,,1,,1,,,,,,,,0,,4,,,,,,,,,,,,,,8,9,2014,,,,,,,,,,,,,,,,,,,,
09-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3.5,,0,,5,,1,,4,,,,,,,,0,,3,,,,,,,,,,,,,,9,9,2014,,,,,,,,,,,,,,,,,,,,
10-Sept-14,0,,0,,0,,2.6,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,3.5,,0,,5,,2,,3,,,,,,,,0,,3,,,,,,,,,,,,,,10,9,2014,,,,,,,,,,,,,,,,,,,,
11-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,3,,0,,5,,1,,5,,,,,,,,0,,3,,,,,,,,,,,,,,11,9,2014,,,,,,,,,,,,,,,,,,,,
12-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,3,,0,,1,,2,,4,,,,,,,,0,,3.5,,,,,,,,,,,,,,12,9,2014,,,,,,,,,,,,,,,,,,,,
13-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3,,0,,1,,2.5,,5,,,,,,,,0,,3.5,,,,,,,,,,,,,,13,9,2014,,,,,,,,,,,,,,,,,,,,
14-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,2.5,,0,,3,,2.5,,1,,,,,,,,0,,2.5,,,,,,,,,,,,,,14,9,2014,,,,,,,,,,,,,,,,,,,,
15-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,2.5,,0,,2,,4,,3,,,,,,,,0,,3.5,,,,,,,,,,,,,,15,9,2014,,,,,,,,,,,,,,,,,,,,
16-Sept-14,0,,0,,0,,0,,0.3,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3.5,,0,,,,1,,1,,,,,,,,0,,2.5,,,,,,,,,,,,,,16,9,2014,,,,,,,,,,,,,,,,,,,,
17-Sept-14,32,,11.6,,16,,7.8,,23,,,,15.5,,24.3,,15,,6.5,,3.3,,6,,2.5,,8.5,,10,,4,,,,8,,10,,,,0,,1.1,,0,,,,2.8,,0,,14.5,,13,,,,32,,3.5,,20,,27.2,,,,,,,,,,17,9,2014,,,,,,,,,,,,,,,,,,,,
18-Sept-14,11,,8.5,,13,,4.6,,13.9,,,,17,,9.2,,9,,13,,3.7,,5,,5.2,,6.5,,6,,6.5,,,,6.3,,5.5,,,,0,,0,,0,,,,0,,0,,9.5,,9.7,,,,11,,3,,9,,13.5,,,,,,,,,,18,9,2014,,,,,,,,,,,,,,,,,,,,
19-Sept-14,2.2,,3,,3.5,,0,,0,,,,2.5,,0,,0,,2.4,,2.2,,4,,2,,0,,4,,3,,,,5,,2.8,,,,0.5,,0,,0,,,,0,,0,,3.5,,6,,,,2.2,,1.2,,2,,2.1,,,,,,,,,,19,9,2014,,,,,,,,,,,,,,,,,,,,
20-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,4,,0,,,,1.5,,2,,,,,,,,0,,2,,,,,,,,,,,,,,20,9,2014,,,,,,,,,,,,,,,,,,,,
21-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2.5,,6,,0,,,,2.5,,3,,,,,,,,0,,3.5,,,,,,,,,,,,,,21,9,2014,,,,,,,,,,,,,,,,,,,,
22-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,3,,0,,,,4,,3,,,,,,,,0,,3.5,,,,,,,,,,,,,,22,9,2014,,,,,,,,,,,,,,,,,,,,
23-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0.254,,3.5,,4,,0,,,,4,,3,,,,,,,,0,,4.5,,,,,,,,,,,,,,23,9,2014,,,,,,,,,,,,,,,,,,,,
24-Sept-14,0,,0,,0,,0,,2,,,,0,,0,,0.2,,0,,3.5,,0,,0,,0,,0,,0,,,,0,,0,,,,0.5,,2.5,,0,,,,3,,2,,,,,,,,0,,3,,,,,,,,,,,,,,24,9,2014,,,,,,,,,,,,,,,,,,,,
25-Sept-14,0,,0,,0,,2.4,,0.7,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,,,0.2,,0.4,,,,2,,2,,0,,,,0,,2.1,,,,,,,,0,,2.5,,,,,,,,,,,,,,25,9,2014,,,,,,,,,,,,,,,,,,,,
26-Sept-14,1.3,,8,,0,,0,,3.2,,,,0,,0,,0,,0,,10,,3,,0,,0,,0,,7,,,,0,,0,,3.556,,0,,0,,0,,,,0,,4,,9,,10.2,,,,1.3,,2.8,,0.7,,0.8,,,,,,,,,,26,9,2014,,,,,,,,,,,,,,,,,,,,
27-Sept-14,0,,1.5,,0,,0,,0,,,,0,,0,,3.5,,0,,2,,0,,0,,1.5,,0,,0,,,,0.6,,0.2,,,,0.5,,0,,0,,,,0.2,,4.3,,3,,2.5,,,,0,,2,,,,,,,,,,,,,,27,9,2014,,,,,,,,,,,,,,,,,,,,
28-Sept-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,8.5,,3.5,,0,,,,2,,3,,,,,,,,0,,3.5,,,,,,,,,,,,,,28,9,2014,,,,,,,,,,,,,,,,,,,,
29-Sept-14,11,,0.4,,0.3,,0,,0,,,,0,,0,,0,,7.8,,0,,3.5,,0,,18.5,,0,,0,,,,0,,0,,,,2,,1.4,,0,,,,2.5,,0,,1.4,,0.5,,,,11,,3.5,,11.2,,19.4,,,,,,,,,,29,9,2014,,,,,,,,,,,,,,,,,,,,
30-Sept-14,2.4,59.9,0.5,33.5,0,32.8,1,18.4,0,48.1,,,0,43,0,34.3,0,30.7,0,29.7,0,24.9,0.3,22.2,0,9.7,0,36.5,0,20,0,25.7,,,0,21.5,0,20.6,,4.572,1,56,0,74,0,0,,,1,61.5,4,76.1,,,,,,,2.4,59.9,0.4,87.9,2.5,45.4,2.4,65.4,,,,,,,,,30,9,2014,6,7,4,5,8,,4,3,5,4,7,7,3,5,3,6,,6,6,
01-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,5.5,,0,,,,1,,3,,,,,,,,0,,4,,,,,,,,,,,,,,1,10,2014,,,,,,,,,,,,,,,,,,,,
02-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,2.794,,3,,4.5,,0,,,,3,,8,,,,,,,,0,,4.5,,,,,,,,,,,,,,2,10,2014,,,,,,,,,,,,,,,,,,,,
03-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,6,,0,,,,3.5,,8,,,,,,,,0,,6,,,,,,,,,,,,,,3,10,2014,,,,,,,,,,,,,,,,,,,,
04-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,5,,0,,,,3,,3,,,,,,,,0,,4,,,,,,,,,,,,,,4,10,2014,,,,,,,,,,,,,,,,,,,,
05-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,4,,0,,,,4,,3,,,,,,,,0,,8,,,,,,,,,,,,,,5,10,2014,,,,,,,,,,,,,,,,,,,,
06-Oct-14,0,,1.6,,0,,0,,0,,,,0,,0,,0,,0,,0.4,,0.2,,0,,0,,0,,0,,,,0,,0,,0.762,,3,,3.6,,0,,,,5,,3,,,,,,,,0,,4,,,,,,,,,,,,,,6,10,2014,,,,,,,,,,,,,,,,,,,,
07-Oct-14,3.2,,1.5,,2.5,,1.6,,0,,,,0.3,,0,,0,,2,,1.8,,1.8,,0,,4,,0,,0,,,,0.6,,1,,2.032,,2.3,,3.5,,0,,,,4,,4.3,,,,,,,,3.2,,4.2,,3.3,,4.2,,,,,,,,,,7,10,2014,,,,,,,,,,,,,,,,,,,,
08-Oct-14,0,,1.5,,0,,1.2,,2,,,,2,,2,,0.1,,2.5,,0,,0,,0,,4.5,,0,,4,,,,0.6,,0.2,,,,5,,5.5,,0,,,,3,,7.3,,,,,,,,0,,6,,,,,,,,,,,,,,8,10,2014,,,,,,,,,,,,,,,,,,,,
09-Oct-14,0,,0.4,,0,,0.4,,0,,,,0,,0,,0,,1,,0,,0,,0,,0,,2.8,,0,,,,0.2,,0.1,,,,2,,1.9,,0,,,,3.5,,4.1,,,,,,,,0,,4,,,,,,,,,,,,,,9,10,2014,,,,,,,,,,,,,,,,,,,,
10-Oct-14,0,,0.4,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,1.5,,0,,,,1.5,,5,,,,,,,,0,,4,,,,,,,,,,,,,,10,10,2014,,,,,,,,,,,,,,,,,,,,
11-Oct-14,0,,0.4,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,4,,0,,,,3,,5,,,,,,,,0,,4,,,,,,,,,,,,,,11,10,2014,,,,,,,,,,,,,,,,,,,,
12-Oct-14,0,,0.4,,0,,16.5,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,5,,0,,,,3,,7,,,,,,,,0,,6,,,,,,,,,,,,,,12,10,2014,,,,,,,,,,,,,,,,,,,,
13-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,6,,0,,,,3,,7,,,,,,,,0,,5,,,,,,,,,,,,,,13,10,2014,,,,,,,,,,,,,,,,,,,,
14-Oct-14,0,,0,,0,,0,,0.2,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,4,,0,,,,3,,6,,,,,,,,0,,6,,,,,,,,,,,,,,14,10,2014,,,,,,,,,,,,,,,,,,,,
15-Oct-14,0,,5.5,,0,,1,,6.5,,,,1.3,,0,,0.5,,0,,0,,0,,0,,0,,1,,10,,,,0,,0,,,,2.3,,2.5,,0,,,,3.7,,2,,,,,,,,0,,5,,,,,,,,,,,,,,15,10,2014,,,,,,,,,,,,,,,,,,,,
16-Oct-14,0,,1.9,,0,,1.5,,3.5,,,,2,,5,,0.5,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,2.286,,3,,2,,0,,,,2,,5,,,,,,,,0,,5,,,,,,,,,,,,,,16,10,2014,,,,,,,,,,,,,,,,,,,,
17-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3.5,,6,,0,,,,4.5,,4,,,,,,,,0,,5,,,,,,,,,,,,,,17,10,2014,,,,,,,,,,,,,,,,,,,,
18-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4.5,,5.5,,0,,,,4,,7,,,,,,,,0,,6,,,,,,,,,,,,,,18,10,2014,,,,,,,,,,,,,,,,,,,,
19-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,8,,0,,,,5,,6,,,,,,,,0,,7,,,,,,,,,,,,,,19,10,2014,,,,,,,,,,,,,,,,,,,,
20-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,7.5,,0,,,,5,,5,,,,,,,,0,,5,,,,,,,,,,,,,,20,10,2014,,,,,,,,,,,,,,,,,,,,
21-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3.5,,5,,0,,,,4,,3,,,,,,,,0,,5,,,,,,,,,,,,,,21,10,2014,,,,,,,,,,,,,,,,,,,,
22-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0.7,,0,,0,,0,,0,,0,,,,0,,0,,,,3.5,,3.5,,0,,,,4,,3,,,,,,,,0,,5,,,,,,,,,,,,,,22,10,2014,,,,,,,,,,,,,,,,,,,,
23-Oct-14,0,,0,,0.5,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,5,,0,,,,4,,9,,,,,,,,0,,7,,,,,,,,,,,,,,23,10,2014,,,,,,,,,,,,,,,,,,,,
24-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,7.5,,0,,,,4,,8,,,,,,,,0,,7.5,,,,,,,,,,,,,,24,10,2014,,,,,,,,,,,,,,,,,,,,
25-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,8,,0,,,,3,,15,,,,,,,,0,,8.5,,,,,,,,,,,,,,25,10,2014,,,,,,,,,,,,,,,,,,,,
26-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,4,,0,,,,5,,7,,,,,,,,0,,5.5,,,,,,,,,,,,,,26,10,2014,,,,,,,,,,,,,,,,,,,,
27-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,4,,0,,,,3,,6,,,,,,,,0,,3,,,,,,,,,,,,,,27,10,2014,,,,,,,,,,,,,,,,,,,,
28-Oct-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,5.5,,0,,,,3.5,,2,,,,,,,,0,,4,,,,,,,,,,,,,,28,10,2014,,,,,,,,,,,,,,,,,,,,
29-Oct-14,3.3,,2.3,,1,,0,,10.5,,,,0.7,,0,,0,,0.7,,0.2,,0.8,,4,,3.5,,0,,4,,,,2,,0,,,,4.7,,3.8,,0,,,,3.5,,4,,,,,,,,3.3,,6.8,,1.7,,2.5,,,,,,,,,,29,10,2014,,,,,,,,,,,,,,,,,,,,
30-Oct-14,0,,2.5,,0,,0.2,,0,,,,0,,7.6,,0,,0,,0,,0,,0,,0,,0,,0,,,,1.5,,1.5,,,,2,,4.5,,0,,,,2.5,,0.5,,,,,,,,0,,4,,,,,,,,,,,,,,30,10,2014,,,,,,,,,,,,,,,,,,,,
31-Oct-14,0,6.5,0,18.4,0,4,0,22.4,0,22.7,,,0,6.3,0,14.6,0,1.1,0,6.2,0,3.1,0,2.8,0,4,0,12,0,3.8,0,18,,,0,4.9,0,2.8,,7.874,6,109.3,9,151.3,0,0,,,5,109.2,14,174.2,,,,,,,0,6.5,6,165,,5,,6.7,,,,,,,,,31,10,2014,2,11,3,7,5,,5,3,3,4,4,3,1,3,2,3,,5,4,
01-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,6,,0,,,,5,,8,,,,,,,,0,,5.5,,,,,,,,,,,,,,1,11,2014,,,,,,,,,,,,,,,,,,,,
02-Nov-14,0,,0.2,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,3.556,,4,,0.2,,0,,,,1,,6,,1.2,,0.3,,,,0,,6,,,,,,,,,,,,,,2,11,2014,,,,,,,,,,,,,,,,,,,,
03-Nov-14,10.3,,6.9,,8.5,,0,,13,,,,4.3,,4,,6,,8.5,,8.9,,10,,12.2,,16.5,,0.6,,9,,,,5.5,,11.5,,13.97,,2.3,,0.9,,0,,,,6,,0,,7.3,,1,,,,10.3,,2.8,,11.1,,9.6,,,,,,,,,,3,11,2014,,,,,,,,,,,,,,,,,,,,
04-Nov-14,0.4,,0.7,,3,,8.7,,0,,,,5,,1,,2,,0,,2,,2,,2.4,,0,,0,,5,,,,16,,7.2,,,,0,,1.7,,0,,,,3,,0,,0.7,,0.5,,,,0.4,,1.9,,0.2,,,,,,,,,,,,4,11,2014,,,,,,,,,,,,,,,,,,,,
05-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,5.5,,0,,,,0,,6,,,,,,,,0,,5,,,,,,,,,,,,,,5,11,2014,,,,,,,,,,,,,,,,,,,,
06-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,8.5,,0,,,,6,,13,,,,,,,,0,,6.5,,,,,,,,,,,,,,6,11,2014,,,,,,,,,,,,,,,,,,,,
07-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,5.5,,0,,,,7,,4,,,,,,,,0,,6.5,,,,,,,,,,,,,,7,11,2014,,,,,,,,,,,,,,,,,,,,
08-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,5,,0,,,,6,,4,,,,,,,,0,,7,,,,,,,,,,,,,,8,11,2014,,,,,,,,,,,,,,,,,,,,
09-Nov-14,0,,0.7,,0,,9.9,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,7.7,,0,,,,5,,8,,1.1,,0.5,,,,0,,7,,,,,,,,,,,,,,9,11,2014,,,,,,,,,,,,,,,,,,,,
10-Nov-14,0,,0,,0,,1,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,6.5,,0,,,,5,,12,,,,,,,,0,,7,,,,,,,,,,,,,,10,11,2014,,,,,,,,,,,,,,,,,,,,
11-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,3.5,,0,,,,3.5,,3,,,,,,,,0,,5,,,,,,,,,,,,,,11,11,2014,,,,,,,,,,,,,,,,,,,,
12-Nov-14,8.5,,2.6,,6,,13.6,,6,,,,11,,7.6,,8,,2.3,,1.3,,2.5,,7.5,,6.5,,12,,0,,,,7,,3.5,,,,2,,2.6,,0,,,,3.5,,0,,4.2,,2.8,,,,8.5,,4.5,,8.9,,12.2,,,,,,,,,,12,11,2014,,,,,,,,,,,,,,,,,,,,
13-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,4,,0,,,,3,,5,,,,,,,,0,,5.5,,,,,,,,,,,,,,13,11,2014,,,,,,,,,,,,,,,,,,,,
14-Nov-14,12.4,,10.9,,4,,11,,17.2,,,,12,,15.2,,15,,4.5,,2.6,,5,,0,,6,,0,,1,,,,8.5,,7.5,,,,1,,1.4,,0,,,,2,,0,,16,,10.8,,,,12.4,,4.9,,11.8,,13.2,,,,,,,,,,14,11,2014,,,,,,,,,,,,,,,,,,,,
15-Nov-14,0.9,,0.5,,0,,1.2,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0.2,,,,2,,3.5,,0,,,,2.2,,10,,0.4,,0.4,,,,0.9,,3.9,,0.4,,0.6,,,,,,,,,,15,11,2014,,,,,,,,,,,,,,,,,,,,
16-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,5,,0,,,,1,,1,,,,,,,,0,,6.5,,,,,,,,,,,,,,16,11,2014,,,,,,,,,,,,,,,,,,,,
17-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,5,,0,,,,6,,10,,,,,,,,0,,6.5,,,,,,,,,,,,,,17,11,2014,,,,,,,,,,,,,,,,,,,,
18-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,8,,7,,0,,,,4,,10,,,,,,,,0,,6,,,,,,,,,,,,,,18,11,2014,,,,,,,,,,,,,,,,,,,,
19-Nov-14,0,,0.1,,0,,2,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,6.5,,0,,,,6,,9,,1.1,,0.2,,,,0,,8.5,,,,,,,,,,,,,,19,11,2014,,,,,,,,,,,,,,,,,,,,
20-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,8,,7.5,,0,,,,5.5,,9,,,,,,,,0,,6.5,,,,,,,,,,,,,,20,11,2014,,,,,,,,,,,,,,,,,,,,
21-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,9,,0,,,,6,,13,,,,,,,,0,,6.5,,,,,,,,,,,,,,21,11,2014,,,,,,,,,,,,,,,,,,,,
22-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,8,,0,,,,6.5,,4,,,,,,,,0,,6.5,,,,,,,,,,,,,,22,11,2014,,,,,,,,,,,,,,,,,,,,
