DATE,WEMMERSHOEK  No.1 Dam,,STEENBRAS No.1,,VOËLVLEI,,THEEWATERS-KLOOF,,WOODHEAD,,DE VILLIERS HOUSE,,NEWLANDS,,WYNBERG,,CONSTANTIA NEK,,PLATTEKLOOF,,BLACKHEATH Upper (WTP),,BLACKHEATH Lower,,GLEN  GARRY,,TYGERBERG,,FAURE,,BROOKLANDS,,ATLANTIS (WESFLEUR),,MOLTENO,,KLOOF NEK,,BERGRIVIER,,NEWLANDS,,STEENBRAS,,WEMMERSHOEK,,BROOKLANDS,,WOODHEAD,,MOLTENO,,STEENBRAS No.2,,STEENBRAS No.3,,STEENBRAS CATCHMENT No.4,,WEMMERS No.2 South,,WEMMERS No.3 North,,WEMMERS No.4 New South,,WEMMERS No.5 New North,,HOUSE,TUNNEL,MILLS,WAAI-VLEI,SPRING-BOK,KITCHEN,WAAI- KOPJE,C/NEK DISA,Day,Month,Year,WEMMERS-HOEK  No.1 Dam,STEEN-BRAS No.1,VOËLVLEI,THEE-WATERS-KLOOF,WOOD-HEAD,DE VILLIERS,NEW-LANDS,WYN-BERG,CON-STANTIA,PLATTE-KLOOF,BLACK-HEATH Upper,BLACK-HEATH Lower,GLEN  GARRY,TYGER-BERG,FAURE,BROOK-LANDS,ATLANTIS,MOLTENO,KLOOF NEK,BERG-RIVIER
13-Jun-06,6.4,,18.5,,10,,,,0,,,,14,,8,,11,,4,,1,,3,,5.1,,6,,10,,38,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,6.4,,0.4,,,,,,,,,,,,,,13,6,2006,,,,,,,,,,,,,,,,,,,,
14-Jun-06,0,,12.5,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,5.1,,0,,4.5,,6,,,,,,,,,,,,0,,0,,0,,2,,,,,,,,,,0,,0,,,,,,,,,,,,,,14,6,2006,,,,,,,,,,,,,,,,,,,,
15-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.5,,0,,2,,2,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,15,6,2006,,,,,,,,,,,,,,,,,,,,
16-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,2.5,,,,,,,,,,0,,1,,,,,,,,,,,,,,16,6,2006,,,,,,,,,,,,,,,,,,,,
17-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,17,6,2006,,,,,,,,,,,,,,,,,,,,
18-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.5,,0,,2,,3.5,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,18,6,2006,,,,,,,,,,,,,,,,,,,,
19-Jun-06,0,,0,,0,,,,7.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,1,,3.5,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,19,6,2006,,,,,,,,,,,,,,,,,,,,
20-Jun-06,0,,0,,0,,,,7.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,0,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,20,6,2006,,,,,,,,,,,,,,,,,,,,
21-Jun-06,3.7,,12.5,,3,,,,0,,,,16,,8.7,,12,,5.8,,8,,6,,7,,4.8,,11,,0,,,,,,,,,,,,0.5,,0,,1,,0,,,,,,,,,,3.7,,0.3,,,,,,,,,,,,,,21,6,2006,,,,,,,,,,,,,,,,,,,,
22-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.5,,0,,5,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,22,6,2006,,,,,,,,,,,,,,,,,,,,
23-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,1.5,,,,,,,,,,0,,1,,,,,,,,,,,,,,23,6,2006,,,,,,,,,,,,,,,,,,,,
24-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,24,6,2006,,,,,,,,,,,,,,,,,,,,
25-Jun-06,0,,0,,0,,,,6,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,1,,3,,,,,,,,,,0,,2,,,,,,,,,,,,,,25,6,2006,,,,,,,,,,,,,,,,,,,,
26-Jun-06,0,,0.3,,0,,,,2,,,,0,,1.5,,5.2,,0,,0,,0,,9.3,,0,,0,,0,,,,,,,,,,,,1.8,,0,,3,,0,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,26,6,2006,,,,,,,,,,,,,,,,,,,,
27-Jun-06,7.6,,2.3,,9,,,,0,,,,8.5,,8,,6,,0,,5.8,,10,,2,,4.5,,4,,5,,,,,,,,,,,,1.5,,0,,0,,0,,,,,,,,,,7.6,,0.1,,,,,,,,,,,,,,27,6,2006,,,,,,,,,,,,,,,,,,,,
28-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,5.4,,0,,0,,0,,0,,0,,2,,,,,,,,,,,,1,,0,,0,,2,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,28,6,2006,,,,,,,,,,,,,,,,,,,,
29-Jun-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.5,,0,,1,,1,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,29,6,2006,,,,,,,,,,,,,,,,,,,,
30-Jun-06,0,90.6,0,86.6,0,67,,,0,114,,,0,193,0,153.6,0,105.7,0,33,0,43.1,0,53.5,0,66.5,0,40.2,0,57.5,0,77,,,,,,,,,,,1,35.3,0,0,2,52.5,0,53,,,,,,,,,0,90.6,2.5,55.3,,0,,0,,,,,,,,,30,6,2006,6,8,5,,7,,6,7,8,6,7,7,8,6,8,6,,0,,
01-Jul-06,0,,0,,0,,,,1.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,2,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,1,7,2006,,,,,,,,,,,,,,,,,,,,
02-Jul-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.5,,0,,2,,0,,,,,,,,,,0,,0.8,,,,,,,,,,,,,,2,7,2006,,,,,,,,,,,,,,,,,,,,
03-Jul-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,0,,1,,,,,,,,,,,,,,3,7,2006,,,,,,,,,,,,,,,,,,,,
04-Jul-06,0,,0,,0,,,,29,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.5,,0,,4,,2,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,4,7,2006,,,,,,,,,,,,,,,,,,,,
05-Jul-06,9.1,,5.1,,0,,,,7.5,,,,23,,22.4,,8,,0,,3.2,,4,,4.5,,3.9,,0,,0,,,,,,,,,,,,0.1,,0,,1,,0,,,,,,,,,,9.1,,0.6,,,,,,,,,,,,,,5,7,2006,,,,,,,,,,,,,,,,,,,,
06-Jul-06,17.5,,16.6,,13,,,,0,,,,42.5,,19.5,,30,,8.5,,5.5,,7,,12.5,,9,,6.5,,9,,,,,,,,,,,,0.1,,0,,0,,0,,,,,,,,,,17.5,,0,,,,,,,,,,,,,,6,7,2006,,,,,,,,,,,,,,,,,,,,
07-Jul-06,0,,0,,0.3,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,,,,,,,,,,,,1,,0,,0,,2.5,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,7,7,2006,,,,,,,,,,,,,,,,,,,,
08-Jul-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,3,,5,,,,,,,,,,0,,3,,,,,,,,,,,,,,8,7,2006,,,,,,,,,,,,,,,,,,,,
09-Jul-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,5,,,,,,,,,,0,,2,,,,,,,,,,,,,,9,7,2006,,,,,,,,,,,,,,,,,,,,
10-Jul-06,0,,0,,0,,,,28,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,2,,,,,,,,,,0,,2,,,,,,,,,,,,,,10,7,2006,,,,,,,,,,,,,,,,,,,,
11-Jul-06,0.9,,8.5,,0,,,,21,,,,20.5,,8.8,,20,,0.9,,1,,2,,5.5,,1.2,,1.5,,0,,,,,,,,,,,,0.5,,0,,1,,0,,,,,,,,,,0.9,,4.8,,,,,,,,,,,,,,11,7,2006,,,,,,,,,,,,,,,,,,,,
12-Jul-06,0.4,,10.7,,3,,,,17.6,,,,27.5,,12.8,,10,,5.2,,0,,0,,2.8,,3.5,,7,,22,,,,,,,,,,,,0.2,,0,,0,,0,,,,,,,,,,0.4,,0.4,,,,,,,,,,,,,,12,7,2006,,,,,,,,,,,,,,,,,,,,
13-Jul-06,23,,18,,12,,,,26.6,,,,8,,10,,10,,13.5,,15,,18,,17.2,,13.1,,15,,4,,,,,,,,,,,,0.1,,0,,1,,0,,,,,,,,,,23,,0,,,,,,,,,,,,,,13,7,2006,,,,,,,,,,,,,,,,,,,,
14-Jul-06,4.5,,51.4,,5,,,,22.5,,,,5,,8.5,,20,,3.7,,4.5,,4.8,,2.5,,2.1,,9.5,,15,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,4.5,,0.2,,,,,,,,,,,,,,14,7,2006,,,,,,,,,,,,,,,,,,,,
15-Jul-06,0,,24,,0,,,,2.6,,,,18.5,,22,,16,,5.8,,10.5,,12,,6.5,,8.6,,15,,12,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,0,,1,,,,,,,,,,,,,,15,7,2006,,,,,,,,,,,,,,,,,,,,
16-Jul-06,0.7,,3.5,,0,,,,0,,,,0,,0.5,,3,,0,,0.5,,0,,0.8,,0,,1,,20,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,0.7,,0.7,,,,,,,,,,,,,,16,7,2006,,,,,,,,,,,,,,,,,,,,
17-Jul-06,0,,4.2,,0,,,,0,,,,1.5,,2,,2,,1.2,,1.5,,1.8,,4.1,,1.8,,2,,5.5,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,17,7,2006,,,,,,,,,,,,,,,,,,,,
18-Jul-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,,,,,,,,,,,1,,0,,0,,2,,,,,,,,,,0,,2,,,,,,,,,,,,,,18,7,2006,,,,,,,,,,,,,,,,,,,,
19-Jul-06,0,,0,,0,,,,7,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.5,,0,,2,,2,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,19,7,2006,,,,,,,,,,,,,,,,,,,,
20-Jul-06,0,,0,,0,,,,38,,,,4.5,,1,,3.5,,0.8,,0.7,,0,,0,,0.4,,0,,0,,,,,,,,,,,,0.5,,0,,1,,0,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,20,7,2006,,,,,,,,,,,,,,,,,,,,
21-Jul-06,25.5,,33,,26,,,,5,,,,44.3,,28.5,,34,,15.3,,9.5,,9,,20.5,,10.1,,20,,2,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,25.5,,0,,,,,,,,,,,,,,21,7,2006,,,,,,,,,,,,,,,,,,,,
22-Jul-06,9,,12,,3,,,,5.5,,,,6,,5.1,,4,,3.2,,4.8,,7,,5.8,,3,,7,,16,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,9,,0,,,,,,,,,,,,,,22,7,2006,,,,,,,,,,,,,,,,,,,,
23-Jul-06,1.8,,7.1,,0.5,,,,3.5,,,,2,,0,,3.5,,3.7,,1.8,,2,,3.3,,0,,2,,6,,,,,,,,,,,,0.1,,0,,0,,0,,,,,,,,,,1.8,,0,,,,,,,,,,,,,,23,7,2006,,,,,,,,,,,,,,,,,,,,
24-Jul-06,0,,0,,0,,,,0,,,,0,,0.6,,0.5,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,,,,1.5,,0,,0,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,24,7,2006,,,,,,,,,,,,,,,,,,,,
25-Jul-06,0,,0,,0,,,,18,,,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,2,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,25,7,2006,,,,,,,,,,,,,,,,,,,,
26-Jul-06,2.8,,0.5,,0.5,,,,0,,,,21.5,,6.5,,0,,1.6,,0.8,,0.1,,0,,4.1,,0.5,,0,,,,,,,,,,,,0.5,,0,,2,,0,,,,,,,,,,2.8,,0,,,,,,,,,,,,,,26,7,2006,,,,,,,,,,,,,,,,,,,,
27-Jul-06,0.3,,0,,0,,,,0,,,,2.5,,0,,0,,0,,0,,0,,0,,0,,0,,4.5,,,,,,,,,,,,0.1,,0,,0,,2,,,,,,,,,,0.3,,1.3,,,,,,,,,,,,,,27,7,2006,,,,,,,,,,,,,,,,,,,,
28-Jul-06,0,,0,,0,,,,3,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1.5,,4,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,28,7,2006,,,,,,,,,,,,,,,,,,,,
29-Jul-06,0.3,,2.1,,0,,,,26,,,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.6,,0,,1.5,,0,,,,,,,,,,0.3,,2,,,,,,,,,,,,,,29,7,2006,,,,,,,,,,,,,,,,,,,,
30-Jul-06,8.6,,7.7,,6,,,,16.5,,,,11,,6.5,,9,,0,,8,,8,,10,,4.8,,0.9,,1.5,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,8.6,,0.1,,,,,,,,,,,,,,30,7,2006,,,,,,,,,,,,,,,,,,,,
31-Jul-06,4.6,109,5.6,210,7,76.3,,,6.5,285.3,,,3,247.3,5,159.7,10,186.5,4.7,68.1,2,69.3,7.5,83.2,1.2,97.2,0.9,66.5,0,87.9,10,139.5,,,,,,,,,,,0,16.8,0,0,0,28,0,30.5,,,,,,,,,4.6,109,0.1,36,,0,,0,,,,,,,,,31,7,2006,15,16,11,,19,,17,16,17,13,15,13,14,14,13,16,,0,,
01-Aug-06,2.3,,7.2,,0,,,,3,,,,6,,6.6,,4,,1.9,,5.5,,4,,3.4,,2.1,,2.5,,10.5,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,2.3,,0.8,,,,,,,,,,,,,,1,8,2006,,,,,,,,,,,,,,,,,,,,
02-Aug-06,2.3,,4,,1,,,,46,,,,1,,1.3,,2,,1.1,,1.5,,4,,0,,1.5,,1.8,,6,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,2.3,,0.3,,,,,,,,,,,,,,2,8,2006,,,,,,,,,,,,,,,,,,,,
03-Aug-06,16.2,,34.5,,20,,,,0,,,,31.5,,8.5,,21,,2.1,,9.8,,10,,18,,11.9,,12,,4,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,16.2,,0,,,,,,,,,,,,,,3,8,2006,,,,,,,,,,,,,,,,,,,,
04-Aug-06,0,,0,,0.4,,,,0,,,,0,,0,,0,,7.6,,0,,0,,0,,0,,0,,16,,,,,,,,,,,,1,,0,,0,,3,,,,,,,,,,0,,1,,,,,,,,,,,,,,4,8,2006,,,,,,,,,,,,,,,,,,,,
05-Aug-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,4,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,5,8,2006,,,,,,,,,,,,,,,,,,,,
06-Aug-06,0,,0,,0,,,,23,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,6,8,2006,,,,,,,,,,,,,,,,,,,,
07-Aug-06,26.6,,9.5,,10,,,,0.5,,,,34,,33,,20,,7,,7.2,,11,,15.2,,12.1,,10,,0,,,,,,,,,,,,0.5,,0,,1,,0,,,,,,,,,,26.6,,0,,,,,,,,,,,,,,7,8,2006,,,,,,,,,,,,,,,,,,,,
08-Aug-06,2.6,,7.5,,2.5,,,,0,,,,3.5,,6.6,,8,,0,,3.5,,6,,0,,0,,0,,20,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,2.6,,1.6,,,,,,,,,,,,,,8,8,2006,,,,,,,,,,,,,,,,,,,,
09-Aug-06,0,,0,,0,,,,11,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,3.5,,,,,,,,,,0,,2,,,,,,,,,,,,,,9,8,2006,,,,,,,,,,,,,,,,,,,,
10-Aug-06,4.7,,1,,0,,,,15,,,,1.5,,9.4,,5,,0,,0.4,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,0,,,,,,,,,,4.7,,2.7,,,,,,,,,,,,,,10,8,2006,,,,,,,,,,,,,,,,,,,,
11-Aug-06,31.1,,27.1,,16,,,,0,,,,28,,39.2,,20,,9,,13,,14.4,,28.5,,17.9,,0,,9,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,31.1,,0,,,,,,,,,,,,,,11,8,2006,,,,,,,,,,,,,,,,,,,,
12-Aug-06,0,,0.2,,0.3,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,,,,,,,,,,,0,,0,,0,,3,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,12,8,2006,,,,,,,,,,,,,,,,,,,,
13-Aug-06,0,,0.5,,0,,,,16,,,,0.2,,3.1,,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,2,,0,,,,,,,,,,0,,4,,,,,,,,,,,,,,13,8,2006,,,,,,,,,,,,,,,,,,,,
14-Aug-06,26,,28,,18,,,,0,,,,32,,39.5,,30,,11.2,,8.6,,10,,0,,13,,10,,14,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,26,,0,,,,,,,,,,,,,,14,8,2006,,,,,,,,,,,,,,,,,,,,
15-Aug-06,27.7,,0,,0,,,,0,,,,0.6,,0,,0,,0,,0,,1.8,,0,,0,,0,,18,,,,,,,,,,,,1,,0,,0,,2,,,,,,,,,,27.7,,1.5,,,,,,,,,,,,,,15,8,2006,,,,,,,,,,,,,,,,,,,,
16-Aug-06,27.7,,0,,0,,,,2,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,1,,,,,,,,,,27.7,,1.5,,,,,,,,,,,,,,16,8,2006,,,,,,,,,,,,,,,,,,,,
17-Aug-06,0,,0,,0,,,,20,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,1,,,,,,,,,,0,,3,,,,,,,,,,,,,,17,8,2006,,,,,,,,,,,,,,,,,,,,
18-Aug-06,7.9,,11,,2.5,,,,0,,,,0,,0,,0,,3.4,,4.3,,4.5,,2.8,,3,,7,,0,,,,,,,,,,,,0,,0,,2,,0,,,,,,,,,,7.9,,3.4,,,,,,,,,,,,,,18,8,2006,,,,,,,,,,,,,,,,,,,,
19-Aug-06,0,,0,,0,,,,0,,,,18,,21,,11,,0,,0,,0,,0,,0,,0,,10,,,,,,,,,,,,1,,0,,0,,2,,,,,,,,,,0,,1,,,,,,,,,,,,,,19,8,2006,,,,,,,,,,,,,,,,,,,,
20-Aug-06,0,,0,,0,,,,2,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,20,8,2006,,,,,,,,,,,,,,,,,,,,
21-Aug-06,2.7,,2.5,,0,,,,1.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,4,,0,,,,,,,,,,2.7,,0.9,,,,,,,,,,,,,,21,8,2006,,,,,,,,,,,,,,,,,,,,
22-Aug-06,2.3,,8,,0,,,,1.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,1,,0,,,,,,,,,,2.3,,0,,,,,,,,,,,,,,22,8,2006,,,,,,,,,,,,,,,,,,,,
23-Aug-06,2.8,,0.1,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.1,,0,,3,,0,,,,,,,,,,2.8,,0.3,,,,,,,,,,,,,,23,8,2006,,,,,,,,,,,,,,,,,,,,
24-Aug-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,0,,,,,,,,,,0,,2,,,,,,,,,,,,,,24,8,2006,,,,,,,,,,,,,,,,,,,,
25-Aug-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,25,8,2006,,,,,,,,,,,,,,,,,,,,
26-Aug-06,0,,0.2,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.2,,0,,2,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,26,8,2006,,,,,,,,,,,,,,,,,,,,
27-Aug-06,0,,0,,0,,,,15,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,27,8,2006,,,,,,,,,,,,,,,,,,,,
28-Aug-06,8.9,,12,,3,,,,1.5,,,,11,,7.8,,6,,7,,4,,5,,3.07,,0,,10,,0,,,,,,,,,,,,2,,0,,3,,0,,,,,,,,,,8.9,,1.9,,,,,,,,,,,,,,28,8,2006,,,,,,,,,,,,,,,,,,,,
29-Aug-06,4,,6.8,,6,,,,0,,,,6,,2,,3,,2.8,,4.8,,9,,3.8,,5.8,,9,,12,,,,,,,,,,,,0.3,,0,,0,,0,,,,,,,,,,4,,1.5,,,,,,,,,,,,,,29,8,2006,,,,,,,,,,,,,,,,,,,,
30-Aug-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,,,,,,,,,,,3.5,,0,,0,,3,,,,,,,,,,0,,2,,,,,,,,,,,,,,30,8,2006,,,,,,,,,,,,,,,,,,,,
31-Aug-06,0,195.8,0,160.1,0,79.7,,,0,158,,,0,173.3,0,178,0,131,0,53.1,0,62.6,0,79.7,0,74.77,0,67.3,0,62.3,0,152.5,,,,,,,,,,,1,29.6,0,0,5,44,2,34.5,,,,,,,,,0,195.8,2,47.9,,0,,0,,,,,,,,,31,8,2006,16,17,11,,14,,13,12,12,10,11,11,7,8,8,12,,0,,
01-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,1,9,2006,,,,,,,,,,,,,,,,,,,,
02-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,3,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,2,9,2006,,,,,,,,,,,,,,,,,,,,
03-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.3,,0,,4,,2,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,3,9,2006,,,,,,,,,,,,,,,,,,,,
04-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,3.5,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,4,9,2006,,,,,,,,,,,,,,,,,,,,
05-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,2,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,5,9,2006,,,,,,,,,,,,,,,,,,,,
06-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,1,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,6,9,2006,,,,,,,,,,,,,,,,,,,,
07-Sept-06,0,,0.1,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.1,,0,,2,,3,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,7,9,2006,,,,,,,,,,,,,,,,,,,,
08-Sept-06,0,,0.8,,0.5,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.8,,0,,2,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,8,9,2006,,,,,,,,,,,,,,,,,,,,
09-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,2,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,9,9,2006,,,,,,,,,,,,,,,,,,,,
10-Sept-06,0,,2.5,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,4,,3.5,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,10,9,2006,,,,,,,,,,,,,,,,,,,,
11-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,4,,3,,,,,,,,,,0,,6.5,,,,,,,,,,,,,,11,9,2006,,,,,,,,,,,,,,,,,,,,
12-Sept-06,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,2,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,12,9,2006,,,,,,,,,,,,,,,,,,,,
13-Sept-06,0,,0,,0,,,,3.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,3,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,13,9,2006,,,,,,,,,,,,,,,,,,,,
14-Sept-06,0,,1.1,,0,,,,17,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.1,,0,,3,,0,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,14,9,2006,,,,,,,,,,,,,,,,,,,,
15-Sept-06,3.5,,9.1,,2,,,,6.5,,,,22.5,,6.2,,14,,2,,2.5,,2.5,,2.2,,3.7,,6.7,,4,,,,,,,,,,,,1.1,,0,,0,,0,,,,,,,,,,3.5,,1,,,,,,,,,,,,,,15,9,2006,,,,,,,,,,,,,,,,,,,,
